1715156679133743286	 5084.0	 5131.0	 3301.0	 3778.0	 4803.0
1715156679209096670	 5150.0	 5281.0	 3282.0	 3773.0	 4907.0
1715156679283588647	 5183.0	 4630.0	 3300.0	 3783.0	 4860.0
1715156679358432531	 5155.0	 5197.0	 3455.0	 3726.0	 5005.0
1715156679433708906	 5206.0	 5300.0	 3314.0	 4064.0	 4921.0
1715156679509009122	 5140.0	 4972.0	 3324.0	 3750.0	 4907.0
1715156679576841354	 5033.0	 5037.0	 0.0	 3745.0	 4897.0
1715156679652321100	 5084.0	 5014.0	 3347.0	 3675.0	 4907.0
1715156679727235078	 5075.0	 5103.0	 3324.0	 3651.0	 4921.0
1715156679801645755	 5056.0	 5145.0	 3319.0	 3651.0	 4944.0
1715156679876753568	 5122.0	 4724.0	 3292.0	 3717.0	 4958.0
1715156679951209783	 5145.0	 4494.0	 3300.0	 3731.0	 4939.0
1715156680027546405	 5117.0	 5047.0	 3263.0	 3736.0	 4935.0
1715156680103384494	 5075.0	 5234.0	 3282.0	 3642.0	 4897.0
1715156680165661811	 5112.0	 5244.0	 0.0	 0.0	 4968.0
1715156680241297483	 5112.0	 5065.0	 3287.0	 3731.0	 4925.0
1715156680316197156	 5140.0	 5159.0	 3292.0	 3722.0	 4925.0
1715156680391000747	 5117.0	 5216.0	 3300.0	 3680.0	 4916.0
1715156680466240167	 5089.0	 5216.0	 3300.0	 3764.0	 4930.0
1715156680541359186	 5065.0	 4742.0	 3277.0	 3703.0	 4916.0
1715156680615670680	 5103.0	 5150.0	 3306.0	 3694.0	 4939.0
1715156680690767526	 5108.0	 4785.0	 3292.0	 3741.0	 4878.0
1715156680765907526	 5070.0	 5028.0	 3292.0	 3811.0	 4954.0
1715156680841283798	 5136.0	 5098.0	 3292.0	 3759.0	 4921.0
1715156680917025089	 5098.0	 4902.0	 3292.0	 3628.0	 4963.0
1715156680992632627	 5122.0	 4836.0	 3305.0	 3661.0	 4883.0
1715156681068433761	 5117.0	 4728.0	 3268.0	 3712.0	 4893.0
1715156681143202066	 5094.0	 4813.0	 3273.0	 3708.0	 4911.0
1715156681219055414	 5084.0	 4907.0	 3306.0	 3684.0	 4954.0
1715156681293464660	 5108.0	 4944.0	 3282.0	 3656.0	 4944.0
1715156681369361877	 5108.0	 5019.0	 3282.0	 3792.0	 4916.0
1715156681444454193	 5108.0	 4944.0	 3292.0	 3787.0	 4930.0
1715156681518891096	 5145.0	 4893.0	 3259.0	 3651.0	 4911.0
1715156681593957424	 5131.0	 4902.0	 3305.0	 3750.0	 4954.0
1715156681669107913	 5094.0	 4963.0	 3254.0	 3670.0	 4916.0
1715156681744295835	 5065.0	 4925.0	 3268.0	 3722.0	 4897.0
1715156681818740367	 5108.0	 4996.0	 3306.0	 3778.0	 4925.0
1715156681893606901	 5094.0	 4954.0	 3296.0	 3759.0	 4954.0
1715156681962714433	 5108.0	 4972.0	 3277.0	 0.0	 4907.0
1715156682024254560	 5084.0	 0.0	 0.0	 3609.0	 4916.0
1715156682098614931	 5112.0	 4986.0	 3287.0	 3736.0	 4954.0
1715156682174273252	 5117.0	 4925.0	 3301.0	 3703.0	 4930.0
1715156682249081611	 5108.0	 4944.0	 3273.0	 3731.0	 4949.0
1715156682316745042	 5112.0	 4944.0	 3273.0	 0.0	 4921.0
1715156682390886306	 5117.0	 4883.0	 3306.0	 3736.0	 4916.0
1715156682465451002	 5070.0	 4972.0	 3273.0	 3698.0	 4925.0
1715156682539574623	 5112.0	 4897.0	 3306.0	 3698.0	 4939.0
